"","property_id","oficinas","penthouse","carros","tenis","apartaestudio","jardin","garaje","servicio","locales","walk"
"32","003c31988a5bf9a677a445f1",0,0,0,0,0,0,1,0,0,0
"33","0040322e141a1ba829a139d3",0,0,0,0,0,0,0,0,0,0
"34","0040bd596d37db0e879c6220",0,0,0,0,0,0,0,0,0,0
"35","0041e1caeca87e14954bef52",0,0,0,0,0,0,0,0,0,0
"36","0043c5d7784f4628a5ac48da",0,0,0,0,0,0,0,0,0,0
"37","00465338e854a163c5ba50b2",0,0,0,0,0,0,1,0,0,0
"38","00466a37a648d0fd145f2564",0,0,0,0,0,0,0,0,0,0
"39","004788e51b6a8c5417852760",0,0,0,0,0,0,0,1,0,0
"40","0047b8b0275ecd2e79a5b068",0,0,0,0,0,0,0,0,0,0
"41","0047d909ed3d0c751c808c69",0,0,0,0,0,0,1,0,0,0
"42","00481082dd95fea2118f1600",0,0,0,0,0,0,0,0,0,0
"43","0048be88d3c5b611850b8493",0,0,1,0,0,0,1,1,0,0
"44","0049c656b552af720c6bbfc1",0,0,0,0,1,0,0,0,0,0
"45","004ba1e2e5fdff3e6783d510",0,0,0,0,0,0,1,0,1,0
"46","004bc0afc0be13eea9ac2f2d",0,0,0,0,0,0,0,0,0,0
"47","004cba94ac8151a78bac78ae",0,0,0,0,0,0,1,0,0,0
"48","004d07edcfd367932cae0c8a",0,0,1,0,0,0,0,0,0,0
"49","004d6189c5c64c87a8f1e426",0,0,0,0,0,0,0,0,0,0
"50","004dd470ca64a7f5d476ea55",0,1,0,0,0,0,0,0,0,0
"51","004e1e68544eb6c901caac5c",0,0,0,0,0,0,1,0,0,0
"52","0051a6bc1f67c949e4394451",0,0,0,0,0,0,0,0,0,0
"53","005996994578d1354a4e1a62",0,0,0,0,0,0,0,0,0,0
"54","0059a9fb8e5751694ead9e5f",0,0,0,0,0,0,0,0,0,0
"55","005a7d2415392cc60a73f05e",0,0,0,0,0,0,0,0,0,0
"56","005c7bca2bf33a9817d897ec",0,0,0,0,0,0,0,0,0,0
"57","005cce1ccaf3826630c68e0a",0,0,0,0,0,0,0,0,0,0
"58","005de8dd683885a5c6acacef",0,0,0,0,0,0,0,0,0,0
"59","005df0f0105039445cfcc864",0,0,0,0,0,0,0,0,0,0
"60","005ec8911ca574279d76fd6b",0,0,0,0,0,0,0,0,0,0
"61","0060b3c35dc548ce7bae367f",0,0,0,0,0,0,0,2,0,0
"62","0060bf60a67117907a1908e0",0,0,0,0,0,0,0,1,0,0
"63","0060ecdffa8ebf93b5f1035a",0,0,1,0,0,0,0,1,0,0
"64","006366a360c20a81d6720ab0",0,0,0,0,0,0,0,1,0,0
"65","0063e4e7bbd298ea62fe797c",0,0,0,0,0,0,0,1,0,0
"66","006667aa947251bff0684df3",0,0,0,0,0,0,0,0,0,0
"67","0067c63a8b1d429db859c9b7",0,0,0,0,0,0,0,0,0,0
"68","006c39d26d16b7ad256f8416",0,0,0,0,0,0,0,0,0,0
"69","0073cb5051b63cac693da5c9",0,0,0,0,0,0,0,2,0,0
"70","007512e4fc2337addbc9babc",0,0,0,0,0,0,0,0,0,0
"71","007b097d59415dbc4b08d667",0,0,0,0,0,0,0,0,0,0
"72","007d8cb1d095a3ccf1e77c3b",0,0,0,0,0,0,0,0,0,0
"73","0080d8a650e6c5e0ed710782",0,0,0,0,0,0,0,0,0,0
"74","0081b55d6721b680ff79b9ad",0,0,0,0,0,0,0,1,0,0
"75","0084b432ca63dc8b847dcbba",0,0,0,0,0,0,1,0,0,0
"76","0084b843cdb2be1ce210a908",0,0,0,0,0,0,0,0,0,0
"77","0085685bbfa335b9809ca268",0,0,0,0,0,0,1,0,0,0
"78","00874bf21bdccaf5caa06e63",0,0,0,1,0,0,0,1,0,0
"79","00892abc3eca9f8092b51ae6",1,0,0,0,0,0,2,0,0,0
"80","008d428330d9f1f9c3d7557e",0,0,0,0,0,0,0,1,0,0
"81","008eff3cce48f5ec287b57c9",0,0,0,0,0,0,1,0,0,0
"82","00997a3715afd8ac6b5980e3",0,0,0,0,0,0,0,0,0,0
"83","009b1d682813de509e160acb",0,0,0,0,0,0,0,0,0,0
"84","009b3ae4b85f9248c4416d76",0,0,0,0,0,0,0,0,0,0
"85","009cfebf6492a72753c6687a",0,0,0,0,0,0,0,0,0,0
"86","00a237bd3116b7e57595d6b1",0,0,0,0,0,0,0,1,0,0
"87","00a3dd0b6b292cd11c3b3337",0,0,0,0,0,0,0,0,0,0
"88","00a480506f3f69a2ac2c29e1",0,0,0,0,0,0,1,0,0,0
"89","00a84c78521960bc43da385e",0,0,0,0,0,0,0,0,0,0
"90","00a8df4bfc304648b4b52127",0,0,0,0,0,0,1,0,0,0
"91","00a900b322ab914bd3778374",0,0,0,0,0,0,0,0,0,0
"92","00ab797ee0c478671ffc645d",1,0,0,0,0,0,0,0,0,0
"93","00abd4db0cb0f8970c316094",0,0,0,0,0,0,1,0,0,0
"94","00acf30928773952603d3e36",0,0,0,0,0,0,1,0,0,0
"95","00aecde28ab8a8cb2c3cf4b3",0,0,1,0,0,0,0,0,0,0
"96","00af677223ff76564a516a76",0,0,0,0,0,0,0,0,0,0
"97","00afb6c52ee57933cd16d7c8",0,0,0,0,0,0,0,0,0,0
"98","00b1d1778d834efe7376c787",0,0,0,0,0,0,0,0,0,0
"99","00b226023da039bc4c0fd7ee",0,0,0,0,0,0,0,0,0,0
"100","00b4468dc69d946ba1c73105",0,0,0,0,0,0,1,0,0,0
"101","00b5495657dc607dd3e7471a",0,0,0,0,0,0,0,0,0,0
"102","00ba2f838caa2ba3f042d889",0,0,0,0,0,0,0,0,0,0
"103","00baaa95c8c4c8d6d943cb6a",0,1,0,0,0,0,0,0,0,0
"104","00c21a630bf98cc5c6f3d5ab",0,0,0,0,0,0,0,0,0,0
"105","00c34818d6b4c2f99d24e330",0,0,0,0,0,0,0,0,0,0
"106","00cb29562be0fad3a790d655",0,0,0,0,0,0,1,0,0,0
"107","00cc24ba5fe6c6be4ef9e1b0",0,0,0,0,0,0,0,0,0,0
"108","00cc586464474cb92c1fdd61",0,0,0,0,0,0,0,1,0,0
"109","00cd5b8efe09016e533afe0e",0,0,0,0,0,0,0,0,0,0
"110","00d76d91a688faa23a095b3a",0,0,0,0,0,0,0,0,0,0
"111","00dc9bc4ba132a13a20483b2",0,0,0,0,0,0,0,0,0,0
"112","00dc9e4f353d37ba39f92851",0,0,0,0,0,0,0,0,0,0
"113","00ddb42782f0dd7fd75807eb",0,0,0,0,0,0,0,0,0,0
"114","00de97f0400ba8f65c80f4f7",0,0,0,0,0,0,0,0,0,0
"115","00e0adaf80d7b9a1d35909d7",0,0,0,0,0,0,0,0,0,0
"116","00e0ee394b0855761101fb86",0,0,0,0,0,0,0,0,0,0
"117","00e2e1606f3d44cce3585b56",0,0,0,0,0,0,0,1,0,0
"118","00e390377628285051a446d7",0,0,0,0,0,0,0,0,0,0
"119","00e513e9f30888146299ac9b",0,0,0,1,0,0,0,0,0,0
"120","00e77c82efc733a1475abae1",0,0,0,0,0,0,0,0,0,0
"121","00ea15b6226e4a553255eed1",0,0,0,0,0,0,0,0,0,0
"122","00eb4f7efb06c45ffe68dc96",0,0,0,0,0,0,0,0,0,0
"123","00ec5ab4ee8b27f6790d5502",0,0,0,0,0,0,0,0,0,0
"124","00eca0e2b2290a5c3b7efabc",0,0,0,0,0,0,0,0,0,0
"125","00ecaaf1b0593742b6b30732",0,0,0,0,0,0,0,0,0,0
"126","00ef4ef7ceff9da32a4acda3",0,0,0,0,0,0,1,0,0,0
"127","00ef68168f7ecb67c094a974",0,0,0,0,0,0,0,1,0,0
"128","00f10e6399d72858c5b3e492",0,0,0,1,0,0,0,1,0,0
"129","00f1b891249f52746067e4f9",0,0,0,0,0,0,0,1,0,0
"130","00f1c4f8fb11f7be4db26b1e",0,0,0,0,0,0,0,0,0,0
"131","00f2f5cac7673a1fe0d2b09b",0,0,0,0,0,0,0,0,0,0
"132","00f4db5f57a1c6d2d5055d14",0,0,0,0,0,0,0,0,0,0
"133","00fd7e57bf5d34a57b90bad9",0,0,0,0,0,0,0,0,0,0
"134","00fdbc773c26a0fa56c05f0e",0,0,0,0,0,0,0,0,0,0
"135","00ff2c71e9b426ec885179d6",0,0,0,0,0,0,1,0,0,0
"136","01000d289eb10fa99b3c3942",0,0,0,0,0,0,2,0,0,0
"137","010103cc4b5c01fab1c2b302",0,0,0,0,0,0,0,0,0,0
"138","010123c70f697225d3010da6",0,0,0,0,0,0,0,1,0,0
"139","010152cf3a43b1deeb621e42",0,0,0,1,0,0,0,1,0,0
"140","01061d878e5c146f21f640bf",0,0,0,0,0,0,0,0,0,0
"141","010ae5e586a5bf473af9304c",0,0,0,0,0,0,1,0,0,0
"142","010dc952e886331345d49279",0,1,0,0,0,0,0,1,0,0
"143","010e79aeaea6d2347cf85bf6",0,0,0,0,0,0,0,0,0,0
"144","010f490c8ce418ff5c79e748",0,0,0,0,0,0,0,1,0,0
"145","010f735e8c66e4b02842516f",0,0,0,0,0,0,1,0,0,0
"146","010f8c00b1e9aa1db42c3134",0,0,0,0,0,0,0,0,0,0
"147","010fbff8de01f446a82571fc",0,0,0,0,0,0,0,1,0,0
"148","01146e0dc3402e548ade96cc",0,0,0,0,0,0,0,1,0,0
"149","011595b299603e4ad8abd00e",0,0,0,0,0,0,0,1,0,0
"150","0115c3ddc445aead9ab9c9b8",0,0,0,0,0,0,0,0,0,0
"151","0116464b3fd7da51bb5242c8",0,0,0,0,0,0,0,0,0,0
"152","0118155d0d9cdf08ec7206ba",0,0,0,0,0,0,0,0,0,0
"153","0118f4fffe11a3b143c2b159",0,0,0,0,0,0,0,0,0,0
"154","01190562102eec6e830965c9",0,0,0,0,0,0,0,0,0,0
"155","011a54815f9a1318fae2ffc2",0,0,0,0,0,1,0,1,0,0
"156","011b88a25b65522a5d69a181",0,0,1,0,0,0,1,0,0,0
"157","011bae7d5b7611c15e1646a5",0,0,0,0,0,0,1,0,0,0
"158","011e813be5c2cef0108d6b37",0,0,0,0,0,0,0,0,0,0
"159","011fbed435587c072b6a4209",0,0,0,0,0,0,1,0,0,0
"160","0123e837d4e14d104fdffaa9",0,0,0,0,0,0,0,0,0,0
"161","012673c8a46f13856e025326",0,0,0,0,0,0,0,0,0,0
"162","0126a8e4c174b32be266ddd7",0,0,1,0,0,0,1,1,0,0
"163","0127fca08f6f45b668d62903",0,0,1,0,1,0,0,0,0,0
"164","0128b3fb7d5e63153d95ff40",0,0,0,0,0,0,0,2,0,0
"165","0128def0ec30a4074bef11c7",0,0,0,0,0,0,0,0,0,0
"166","012b0d890553899e82bf5e61",0,0,0,0,0,0,0,2,0,0
"167","012bb804b1740ab1e5e2e46c",0,0,0,0,0,0,1,0,0,0
"168","012d2391d60aaaf5d9ae0dce",0,0,0,0,0,0,0,1,0,0
"169","012d82cb9ef1d101e745e2f9",0,0,0,0,0,0,0,1,0,0
"170","012f3c92637e7b53cc7dcc02",0,0,0,0,0,0,0,0,0,0
"171","0130d4a7808befef073a7d4c",0,0,0,0,0,0,1,0,0,0
"172","013133855fcfeb12a209f1f3",0,0,0,0,0,0,0,0,0,0
"173","01324a6372c9adaf0326a52d",0,0,0,0,0,0,0,0,0,0
"174","0132a99e22adcfbc1fde904f",0,0,0,0,0,0,0,0,0,0
"175","01334072c4e5832635caa3ec",0,1,0,0,0,0,0,1,0,0
"176","0134e3796d5eff6a25f60536",0,0,0,0,1,0,1,0,0,0
"177","0135d17fd9b98c10fda99c14",0,0,0,0,0,0,1,0,0,0
"178","0135e3fc5f985ce349089ec9",0,0,0,0,0,0,1,0,0,0
"179","0136631b527f20df2a5848e8",0,0,0,0,0,0,0,1,0,0
"180","0137249277faf0292390ae1b",0,0,0,0,0,0,0,1,0,0
"181","0137e5f18adb1da210f208f8",0,0,0,0,0,0,0,1,0,0
"182","013984e501a57909c4e53d1e",0,0,0,0,0,0,0,0,0,0
"183","013a771a76c86d3e2d22a7af",0,0,0,0,0,0,0,0,0,0
"184","013b9ac8bd0cfc68a8cb4a6b",0,0,0,0,0,0,0,0,0,0
"185","013c694a55108e98254f38a9",0,0,0,0,0,0,0,0,0,0
"186","013dde2117fdcf1640d25a1b",0,0,0,0,0,0,0,0,0,0
"187","013ef032517558b6be94bd6a",0,0,0,0,0,0,1,0,0,0
"188","0142ed4b7d8ced1b3a25dcc5",0,0,0,0,0,0,0,0,0,0
"189","014425f5a80df3f69e145ebc",0,0,0,0,0,0,0,0,0,0
"190","014a91002df9a9883d3d930e",0,0,0,0,0,0,0,0,1,0
"191","014e5d1c722d4c479cd3c9f1",0,0,0,0,0,0,0,0,0,0
"192","014ec2f309e3e185f3ffe16d",0,0,0,0,0,0,0,0,0,0
"193","01513875361069beaed56a6d",0,0,0,0,0,0,1,0,0,0
"194","015236771984ac03636f3f11",0,0,0,0,0,0,1,0,0,0
"195","015566af70ec769278e7fc4a",0,0,0,0,0,0,0,0,0,0
"196","0156b2780d30508ef31ee1e0",0,0,0,0,0,0,0,1,0,0
"197","0159a3a08821b0d66296090d",0,0,0,0,0,0,1,0,0,0
"198","015a53a116441090f40a8328",0,0,0,0,0,0,0,0,0,0
"199","015aaa860f33aa5dd75b2598",0,0,0,0,0,0,0,1,0,0
"200","015e591b1f2118b35d40eb3e",0,0,0,0,0,0,0,0,0,0
"201","016272e403184703a4c0d5f7",0,0,0,0,0,0,0,0,0,0
"202","01633733c7feba0ec59438bd",0,0,0,0,0,0,0,0,0,0
"203","01670df7e428d8ebdd0d778f",0,1,0,0,0,0,0,1,0,1
"204","0167b4902ab3e9ac27bb61c2",0,0,0,0,0,0,0,0,0,0
"205","01688c2c36f415fb37949d0a",0,0,0,0,0,0,0,1,0,0
"206","0168e741bba092c350acc2b3",0,0,0,0,0,0,0,0,0,0
"207","016ab0ce82ea49d8c82529e0",0,0,0,0,0,0,0,1,0,0
"208","016d10c200a7fdf8b692654c",0,0,0,0,1,0,0,0,0,0
"209","016d57f9bef638ad235eb1bd",0,0,0,0,1,0,0,0,0,0
"210","017043ae3f7a6ab176008fc1",0,0,0,0,0,0,0,0,0,0
"211","017153aaf0c6bc115f079769",0,0,0,0,0,0,1,0,0,0
"212","0174962aea1cf5b0bac5da3f",0,0,0,0,0,0,0,1,0,0
"213","01752a3886e63ba76d832f4f",0,0,0,0,0,0,0,0,0,0
"214","0175e149b169fb9c0c95636c",0,0,0,0,0,0,0,0,0,0
"215","0178d231f316f5d3e74b24f8",0,0,0,0,0,0,0,0,0,0
"216","017921af94fe613fc300f13c",0,0,0,0,0,0,0,0,0,0
"217","01794f919006b3d3a4a2448a",0,0,0,0,0,0,0,1,0,0
"218","017c548f70539574e25fa42a",0,0,0,0,0,1,0,2,0,0
"219","017e842c503317cd92e729a6",0,0,0,0,0,0,0,0,0,0
"220","01815f1ae3d3bd7cfc9b1047",0,0,0,0,0,0,0,0,0,0
"221","018201814b81b5432ac682da",0,0,0,0,0,0,0,1,0,0
"222","01823b249dd9ff4bd504191b",0,0,0,0,0,0,0,0,0,0
"223","01847ac7af577ab54f0921b3",0,0,0,0,0,0,0,0,0,0
"224","0187ab17dabd190c474678c6",0,0,0,0,0,0,0,0,0,0
"225","0189f7da0b38953617a57d66",0,0,0,0,0,0,0,0,0,0
"226","018dd59ae9b0852522929b5e",0,0,0,0,0,0,0,0,0,0
"227","018e606cbaef199cf2eb8a18",0,0,0,0,0,1,0,2,0,0
"228","018ea41aa761d93444a1e28e",0,0,0,0,0,0,0,0,0,0
"229","0192cfe54bc7e3183569e50f",0,0,0,0,0,1,0,1,0,0
"230","019367b843bbe576e02f4018",0,0,0,0,0,1,0,0,0,0
"231","0193f3aef95f375e0740a1a6",0,0,0,0,0,0,0,1,0,0
"232","01953d1485ea2f4805f2d74c",0,0,0,0,0,0,0,0,0,0
"233","0196c18265f72e2b8f923a0a",0,0,0,0,0,0,0,0,0,0
"234","019778fb6b6788350933921b",0,0,0,0,0,0,0,0,0,0
"235","01978803ea2323af59a5a3e1",0,0,0,0,0,0,0,1,0,0
"236","019f5ffa729df096c691e9cd",0,0,0,0,0,0,0,1,0,0
"237","01a1d58eb5b565d768b1d2e7",0,0,0,0,0,0,0,0,0,0
"238","01a79933c01a53aa4bc6168f",0,0,0,0,0,0,0,0,0,0
"239","01a82cb9e007c2cbf14565c9",0,0,0,0,0,0,1,1,0,0
"240","01aa01814114a068c7bdd173",0,0,0,0,0,0,0,0,0,0
"241","01adf45137e3c794ae912771",0,0,0,0,0,0,0,0,0,0
"242","01aee6d99acb5c24f666b709",0,0,0,0,0,0,0,0,0,0
"243","01af7728ed0afa44bfccd4b9",0,0,0,0,0,0,0,0,0,0
"244","01af99b04b45264d01430ab9",0,0,0,0,0,0,0,1,0,0
"245","01b1145215e0c619714185f6",0,0,0,0,0,0,0,0,0,0
"246","01b49c16f577572808dbe4f9",0,0,0,0,0,0,0,0,0,0
"247","01b567752a5db70abdbca98e",0,0,0,0,0,0,0,0,0,0
"248","01b899ae2ebc7bcdc5251e70",0,0,0,0,0,0,0,0,0,0
"249","01bbaaafaef0c9203c31d680",0,0,0,0,0,0,0,0,0,0
"250","01bcc2ae01ba0d429630d54e",0,0,0,0,0,0,0,0,0,0
"251","01befb60d97179e9ecb7612c",0,0,0,0,0,0,0,1,0,0
"252","01c08c78c4ecd30b55f9338e",0,0,0,0,0,0,1,0,0,1
"253","01c0f7342bed4dc41a67e713",0,0,0,0,0,0,0,1,0,0
"254","01c4f35295ef63429844b437",0,0,0,0,0,0,0,0,0,0
"255","01c5d66602128981c3befe98",0,0,0,0,0,0,0,1,0,0
"256","01c7da38ff871218e2f8ded0",0,0,0,0,0,0,0,0,0,0
"257","01c7f2bfebc173cb1360163a",0,0,0,0,0,0,1,0,0,0
"258","01c9d185d97a98c95a0ee796",0,0,0,0,0,0,0,0,0,0
"259","01cb940e440ad7ea6162b708",0,0,0,0,0,0,0,0,0,0
"260","01cd127a3591cca5ba87ce7a",0,0,0,0,0,0,0,0,0,0
"261","01cd2a38718f98ff83c8ace0",0,0,0,0,0,0,0,2,0,1
"262","01cfe41a5449ddcfdf30baa0",0,0,0,0,0,0,0,0,0,0
"263","01d1069198e86fe8a5f7acb1",0,0,0,0,0,0,0,1,0,0
"264","01d3969b396e51ce47533b43",0,0,0,0,0,0,0,0,0,0
"265","01d792e5db6716d8a4cab59f",0,0,0,0,0,0,0,0,0,0
"266","01d991b434def14f9317f363",0,0,0,0,0,0,0,1,0,0
"267","01d996d4d60286c979e6c1e2",0,0,0,0,0,0,1,0,0,0
"268","01d997d8ae3a254370f05e0e",0,0,0,1,0,0,0,1,0,0
"269","01dbd5e53340c84ea4d4afde",0,0,0,0,0,0,0,0,0,1
"270","01dd0dbec543e8ac323aa6dc",0,0,0,0,0,0,0,0,0,0
"271","01e15e0da2599616a841f42c",0,0,0,0,0,0,0,0,0,0
"272","01e1b58b61ef42c022318909",0,0,0,0,0,0,0,0,0,0
"273","01e1e72c36335bc9a62e9382",0,0,0,0,0,0,0,0,0,0
"274","01e362bb7178958729bb0b22",0,0,0,0,0,0,0,0,0,0
"275","01e3e589173fa35874e31f98",0,0,0,0,0,0,0,0,0,0
"276","01e8ced3b12cd83f261e67c7",0,0,0,0,0,0,0,1,0,0
"277","01eac828c1184b2f2d2eff6f",0,0,0,0,0,0,0,0,0,0
"278","01ead68294dda75f9bc99e86",0,0,0,0,0,0,1,0,0,0
"279","01eb08d922cde4d2d9d11525",0,0,0,0,0,0,0,0,0,0
"280","01ebf2820ef6da3fc7cc9b35",0,0,0,0,0,0,0,1,0,0
"281","01ecb75c064bf46c90f8dac0",0,0,0,0,0,0,0,0,0,0
"282","01ee1d20e07a2910c5358124",1,0,0,0,0,0,0,0,0,0
"283","01f274e18fb88656f537bfa5",0,0,1,0,0,0,1,1,0,0
"284","01f91783fd121266dc9dd587",0,0,0,0,0,0,0,0,0,0
"285","01fd6495c1ab32eafca41d73",0,1,0,0,0,0,0,2,0,0
"286","01ff546fefdab82c7ed987ff",0,0,0,0,0,0,0,0,0,0
"287","01ff9b45c2b3066eab9e96e1",0,0,0,0,0,0,1,0,0,0
"288","0200b1596e5c9820d87ea132",0,0,0,0,0,0,0,0,0,0
"289","0201e4ef7cdd4b0f217db65d",0,0,0,0,0,0,1,0,0,0
"290","02022da2441557cab183d4b9",0,0,0,0,0,0,1,0,0,0
"291","0207f9d49b58cb0fb6244b65",0,0,0,0,0,0,0,0,0,0
"292","02097a91ad5ab76ec32ef75a",0,0,0,0,0,0,0,1,0,0
"293","020dcfff35cff5b19453345c",0,0,0,0,0,0,0,0,0,0
"294","02173420861340f487660196",0,0,0,0,0,0,0,0,0,0
"295","02180c89654de0052fd12002",0,0,0,0,0,0,0,0,0,0
"296","021f195b1664f55e45085153",0,0,0,0,0,0,1,0,0,0
"297","0220444c596c483f26b09e7c",0,0,0,0,0,0,0,0,0,0
"298","0220563335e2a3c7e7fc4304",0,0,0,0,0,1,0,0,0,0
"299","02225029b112013202061dfb",0,0,0,0,0,0,0,0,0,0
"300","0222f5887f4fd8ae1f2984b9",0,0,0,0,0,0,0,0,0,0
"301","022383cfe95591cd85888ea1",0,0,0,0,0,0,1,1,0,0
"302","0223fa3e2a88bf576da2ce7f",0,0,0,0,0,0,0,0,0,0
"303","02244f32f712a4bec0d4d65b",0,0,0,0,0,0,0,1,0,0
"304","022557384416fc72c3cd4ce8",0,0,0,0,0,0,0,0,0,0
"305","0225d89b8087601e6d00f3ce",0,0,0,0,0,0,0,0,0,0
"306","0226e316df812bcad4f56753",0,0,0,0,0,0,1,1,0,0
"307","02285d004e2045a7a40c3c60",0,0,0,0,0,0,0,1,0,0
"308","02308f50d9a4f78d4b5ee4cb",0,0,0,0,0,0,0,0,0,0
"309","02357f7562daa52c30557c90",0,0,0,0,0,0,0,0,0,0
"310","023aab8b9a2c7717014f29cc",0,0,0,0,0,0,1,0,0,0
"311","023c4629e5de9a43c5288fb1",0,0,0,0,0,0,0,0,0,0
"312","023f3d0873abb0a4f23a2dca",0,0,0,0,0,0,0,1,0,0
"313","023fc8e26f808b9f94c5bca4",0,0,0,1,0,0,0,1,0,0
"314","024093d2396324a58555261d",0,0,0,0,0,0,1,0,0,0
"315","0241ece4998ad08eb7ede6bf",0,0,0,0,0,0,0,0,0,0
"316","0242860c3a7d2936791a1561",0,0,0,0,0,0,1,0,0,0
"317","0244748c615672ac2f6e9713",0,0,0,0,0,0,0,0,0,0
"318","0248b75b6ef917b0397cbf59",0,0,0,0,0,0,1,0,0,0
"319","02493bd586b985ac0da07e9c",0,0,0,0,0,0,0,0,0,0
"320","0251793c7dda8e7c26a87b14",0,0,0,0,0,0,0,0,0,0
"321","0251bac140ce062867fd6288",0,0,1,0,0,0,0,1,0,0
"322","025219254316ec1102c413f5",0,0,0,0,0,0,1,1,0,0
"323","02544b77d1732bc732664186",0,0,0,0,0,0,1,0,0,0
"324","02566599df770b7c0b8cc95d",0,0,0,0,0,0,0,0,0,0
"325","025785e0e0be6049be60162b",0,0,0,0,0,0,0,0,0,0
"326","02593b856063a4bd7d6d0ba5",0,0,0,0,0,0,0,0,0,0
"327","025a50adc0f53efb66d03441",0,0,0,0,0,0,0,0,0,0
"328","025a5edde8ffa042f93cd4aa",0,0,0,0,0,0,0,0,0,0
"329","025beda95b09198c8f9d02ba",0,0,0,0,0,0,0,1,0,0
"330","025c0f156ac067f30f86857b",0,0,0,0,0,0,0,0,0,0
"331","025d2ffc15964fb44de17ff5",0,0,0,0,0,0,0,0,0,0
"332","025d3a240aec2d9242c82cf8",0,0,0,0,0,0,1,0,0,0
"333","025e02c0a8f867ab82693dc8",0,0,0,0,0,0,0,0,0,0
"334","02629e7114293f75899e59a2",0,0,0,0,0,0,0,0,0,0
"335","0263eef3a53ce50d908af849",0,0,0,0,0,0,0,0,0,0
"336","0269a72fabcad40b75dd9308",0,0,0,0,0,0,0,0,0,0
"337","026f2cb4696da947b6aba2d2",0,0,0,0,0,0,1,0,0,0
"338","027074cac8a0b511279da44d",0,0,0,0,0,0,0,1,0,0
"339","0270aca313a379c29f07304f",0,0,0,0,0,0,0,0,0,0
"340","02754e5008a5a14fe589ae81",0,0,0,0,0,0,1,1,0,0
"341","027876d69efe7767d0ca916e",0,0,0,0,0,0,1,0,0,0
"342","0279a077e5b1f1befd12e62f",0,0,0,0,0,0,0,0,0,0
"343","0279bcd1ec1b498c4fb95663",0,0,0,0,0,0,0,0,0,0
"344","0279ca2391ca08cf50b10697",0,0,0,0,0,0,0,0,0,0
"345","0279cabaab7b1bc9b63d4acf",0,0,0,0,0,0,0,0,0,0
"346","027d9a67d13e2553b26eb98d",0,0,0,0,0,0,0,0,0,0
"347","02815b967286d64d18def6ba",0,0,0,0,0,0,0,0,0,0
"348","0283ea6da66ed2cdc33d93a5",0,0,0,0,0,0,0,0,0,0
"349","02846d6bb3d06c1ee0850d2e",0,0,0,1,0,0,0,0,0,0
"350","0284895d810b7af47dedb0e9",0,0,0,0,0,0,0,0,0,0
"351","02878c7ff1e29c98b93cf26b",0,0,0,0,0,0,0,0,0,0
"352","028fd484bcb1b296d4af3911",0,0,0,0,0,0,0,0,0,0
"353","02936955adb65008e0c99b9a",0,0,0,0,0,0,0,0,0,0
